ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,eventFlagId,distViewEventFlagId,iconId,bgmPlaceType,isAreaIcon,isOverrideDistViewMarkPos,isEnableNoText,pad3,areaNo_forDistViewMark,gridXNo_forDistViewMark,gridZNo_forDistViewMark,clearedEventFlagId,dispMask00,dispMask01,dispMask02,pad2_0,pad2,distViewIconId,angle,areaNo,gridXNo,gridZNo,pad,posX,posY,posZ,textId1,textEnableFlagId1,textDisableFlagId1,textId2,textEnableFlagId2,textDisableFlagId2,textId3,textEnableFlagId3,textDisableFlagId3,textId4,textEnableFlagId4,textDisableFlagId4,textId5,textEnableFlagId5,textDisableFlagId5,textId6,textEnableFlagId6,textDisableFlagId6,textId7,textEnableFlagId7,textDisableFlagId7,textId8,textEnableFlagId8,textDisableFlagId8,textType1,textType2,textType3,textType4,textType5,textType6,textType7,textType8,distViewId,posX_forDistViewMark,posY_forDistViewMark,posZ_forDistViewMark,distViewId1,distViewId2,distViewId3,dispMinZoomStep,selectMinZoomStep,entryFEType,unknown_0xb7,unknown_0xb8,unknown_0xb9,pad4,textEnableFlag2Id1,textEnableFlag2Id2,textEnableFlag2Id3,textEnableFlag2Id4,textEnableFlag2Id5,textEnableFlag2Id6,textEnableFlag2Id7,textEnableFlag2Id8,textDisableFlag2Id1,textDisableFlag2Id2,textDisableFlag2Id3,textDisableFlag2Id4,textDisableFlag2Id5,textDisableFlag2Id6,textDisableFlag2Id7,textDisableFlag2Id8
10066,Treespear,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,40,40,0,-29.257,255.803,-79.209,9124100,0,1040407000,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10067,Giant-Crusher,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,42,50,0,-43.088,867.943,51.232,9050800,0,1042507000,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10068,Great Stars,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,40,54,0,39.861,819.245,64.797,9061300,0,1040547000,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10069,Morning Star,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,44,33,0,88.186,18.47,87.757,9084000,0,1044337210,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10070,[Troll Carriage - Waypoint Ruins] Greataxe,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,44,36,0,-26.777,85.316,18.231,9061600,0,1044367200,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10071,Greatsword,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,47,40,0,32.96,169.17,37.813,9062200,0,1047407920,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10072,Flowing Curved Sword,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,48,55,0,126.61,1285.96,-29.792,9046300,0,1048557900,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10073,St. Trina's Torch,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,49,54,0,15.128,1323.194,86.183,9118100,0,1049547900,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10074,Jellyfish Shield,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,33,46,0,-63.089,269.648,70.227,9069700,0,1033467040,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10075,Crystal Sword,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,34,42,0,73.923,260.912,28.815,9032600,0,1034427050,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10076,Icerind Hatchet,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,34,44,0,39.693,238.791,41.657,9066700,0,1034447900,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10077,Frozen Needle,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,34,48,0,39.426,252.212,63.071,9047500,0,1034487100,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10078,Ivory Sickle,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,35,42,0,-99.649,285.658,-111.368,9069400,0,1035427040,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10079,Blue-White Wooden Shield,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,35,44,0,75.645,258.015,98.993,9021000,0,1035447120,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10080,Urumi,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,35,50,0,88.163,334.05,-153.583,9126700,0,1035507150,6202600,0,1035507150,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10081,Ice Crest Shield,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,35,50,0,62.006,322.111,-36.232,9066600,0,1035507200,6202600,0,1035507200,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10082,Sword of Night and Flame,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,35,50,0,38.123,317.76,-43.407,9120500,0,1035507900,6202600,0,1035507900,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10083,Pulley Crossbow,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,36,52,0,90.471,881.019,-26.712,9097100,0,1036527060,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10084,Spiralhorn Shield,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,37,47,0,86.12,384.409,19.789,9117600,0,1037477030,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10085,Great Mace,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,37,49,0,29.641,343.148,42.823,9060900,0,1037497200,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10086,Scavenger's Curved Sword,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,37,54,0,73.47,904.493,61.29,9108100,0,1037547150,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10087,Carian Glintblade Staff,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,38,42,0,125.267,313.169,120.101,9023500,0,1038427020,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10088,Pulley Bow,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,38,54,0,-97.604,907.257,-82.292,9097000,0,1038547110,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10089,Lucerne,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,39,42,0,-38.366,259.768,74.31,9075300,0,1039427050,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10090,Bloody Helice,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,40,53,0,-102.726,802.246,81.45,9020300,0,1040537010,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10091,"[Reward - ""Champion's Song"" Painting] Harp Bow",1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,41,52,0,33.524,927.224,-7.185,9063900,580020,580320,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10092,Icon Shield,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,41,53,0,20.021,796.238,107.184,9066800,0,1041537080,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10093,Twinned Knight Swords,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,41,55,0,-119.154,849.866,19.909,9125600,0,1041557000,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10094,Eclipse Crest Heater Shield,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,42,33,0,109.258,59.437,52.571,9038700,0,1042337000,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10095,Gilded Iron Shield,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,42,34,0,111.985,89.041,123.171,9051100,0,1042347030,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10096,Winged Scythe,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,42,34,0,31.436,12.684,-103.464,9130500,0,1042347100,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10097,Lance,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,42,39,0,110.082,205.124,-74.519,9070800,0,1042397010,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10098,Beast Crest Heater Shield,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,42,39,0,116.922,190.135,-65.61,9015400,0,1042397900,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10099,Greatbow,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,42,54,0,19.708,966.548,-33.749,9061800,0,1042547060,9060319,0,1042547060,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10100,Celebrant's Skull,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,42,55,0,-94.202,898.82,-105.897,9024600,0,1042557000,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10101,Steel-Wire Torch,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,43,31,0,49.834,116.992,-5.9,9119200,0,1043317330,6112500,0,1043317330,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10102,Whip,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,43,31,0,11.245,12.265,-131.602,9129400,0,1043317370,6112500,0,1043317370,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10103,Claymore,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,43,31,0,6.33,104.015,-27.666,9026500,0,1043317910,6112500,0,1043317910,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10104,Shield of the Guilty,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,43,34,0,14.521,-3.985,-56.151,9111100,0,1043347100,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10105,Twinblade,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,43,36,0,5.53,52.52,-75.935,9125000,0,1043367110,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10106,Golden Order Seal,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,43,50,0,-113.308,911.125,-68.018,9056100,0,1043507000,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10107,Great Turtle Shell,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,44,32,0,104.58,106.03,131.912,9061400,0,1044327040,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10108,Flame Crest Wooden Shield,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,44,33,0,-99.422,84.576,19.381,9045000,0,1044337000,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10109,Large Club,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,44,34,0,-38.09,68.202,46.43,9071300,0,1044347080,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10110,Hand Ballista,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,44,34,0,2.17,83.092,-64.156,9063800,0,1044347100,9013904,0,1044347100,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10111,Great epee,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,44,35,0,82.091,101.297,43.453,9060600,0,1044357900,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10112,Meteoric Ore Blade,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,47,38,0,-5.764,78.732,-27.582,9081500,0,1047387910,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10113,Katar,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,47,38,0,-104.451,167.123,-1.566,9070300,0,1047387920,6401800,0,1047387920,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10114,Sword of St. Trina,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,47,40,0,-85.011,134.264,-96.092,9120600,0,1047407910,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10115,Silver Mirrorshield,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,47,58,0,36.26,1291.596,-14.094,9111500,0,1047587800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10116,Meteorite Staff,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,48,38,0,-19.546,69.176,60.147,9081800,0,1048387020,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10117,Spiked Palisade Shield,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,48,40,0,-107.776,121.397,78.413,9117500,0,1048407060,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10118,Visage Shield,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,48,40,0,-113.347,138.408,-75.917,9127600,0,1048407900,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10119,Staff of Loss,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,49,39,0,115.846,84.531,-22.004,9118200,0,1049397030,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10120,Lusat's Glintstone Staff,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,49,39,0,96.584,86.442,104.035,9075700,0,1049397900,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10121,Flamberge,1,0,[0|0|0],0,0,266,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,51,36,0,90.154,106.015,-108.449,9044800,0,1051367130,9200001,0,1051367130,6402800,0,1051367130,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
